同亨,	5490
季度,營收,營業成本,營業毛利,營業費用,營業利益,業外收入,淨利,每股盈餘,母公司淨利,非控制淨利,股本
2013 Q1,460920,318304,142616,91688,50928,3106,39863,0.42,39863,0,943966
2013 Q2,625483,400001,225482,106275,119207,5028,102257,1.08,142120,142120,943966
2013 Q3,734613,463808,270805,98512,172293,1733,139021,1.47,281141,281141,943966
2013 Q4,2301994,1514794,787200,401577,385623,15098,318749,3.38,318749,318749,943966
2014 Q1,329117,216755,112362,95527,16835,790,12399,0.13,12399,12399,943966
2014 Q2,403659,304411,99248,105636,-6388,5192,-3033,-0.03,9366,9366,943966
2014 Q3,438464,303771,134693,102337,32356,6405,23136,0.25,32502,32502,943966
2014 Q4,1924473,1278661,645812,420528,225284,16969,189166,2.00,189166,189166,943966
2015 Q1,692160,454055,238105,112227,125878,6223,103571,1.10,103571,103571,943966
2015 Q2,1061232,660129,401103,157432,243671,6216,196295,2.08,299866,299866,943966
2015 Q3,557260,366297,190963,101924,89039,13660,77831,0.82,377697,377697,943966
2015 Q4,3205173,2060595,1144578,517005,627573,29000,510753,5.41,510753,510753,943966
