廣穎,	4973
季度,營收,營業成本,營業毛利,營業費用,營業利益,業外收入,淨利,每股盈餘,母公司淨利,非控制淨利,股本
2013 Q1,1686007,1484339,201668,124883,76785,12853,79776,1.33,0,79776,602039
2013 Q2,1790925,1621039,169886,109399,60487,8522,56472,0.93,0,136248,602039
2013 Q3,1936881,1768887,167994,130146,37848,10386,37116,0.62,0,173364,602039
2013 Q4,7630651,6823476,807175,531834,275341,36218,269012,4.47,0,269012,602039
2014 Q1,1766210,1594886,171324,136683,34641,24059,49742,0.83,0,49742,602039
2014 Q2,1670538,1504701,165837,142958,22879,-3036,17804,0.29,0,67546,602039
2014 Q3,1742072,1538011,204061,152108,51953,10659,56322,0.94,0,123868,602039
2014 Q4,7258534,6535258,723276,605564,117712,32835,126206,2.08,0,126206,652039
2015 Q1,1485933,1314890,171043,157448,13595,-25183,-12575,-0.19,0,-12575,652039
2015 Q2,1251301,1133062,118239,142935,-24696,-4437,-35401,-0.55,0,-47976,651829
2015 Q3,1278939,1148476,130463,148407,-17944,47272,19951,0.31,0,-28025,651469
2015 Q4,5466231,4844906,621325,576304,45021,26458,50856,0.80,0,50856,650780
