永信建,	5508
季度,營收,營業成本,營業毛利,營業費用,營業利益,業外收入,淨利,每股盈餘,股本
2013 Q1,719523,393542,325981,36620,289361,1248,288371,1.59,1811901
2013 Q2,1424390,727840,696550,69071,627479,228,626226,3.46,1811901
2013 Q3,1205190,544531,660659,59967,600692,724,600131,3.31,1811901
2013 Q4,4602450,2363358,2239092,247096,2032467,3049,2029387,11.20,1811901
2014 Q1,885168,470573,414595,56155,358440,461,357955,1.98,1811901
2014 Q2,1345736,709454,636282,76545,559737,629,558463,3.08,1811901
2014 Q3,1232515,629064,603451,64626,538825,1117,538859,2.97,1811901
2014 Q4,4007127,2105163,1901964,268585,1633379,2366,1631425,9.00,1811901
2015 Q1,456713,242263,214450,37677,176773,183,175860,0.97,1811901
2015 Q2,544276,316771,227505,38201,189304,273,186684,1.03,1811901
2015 Q3,419627,263675,155952,32234,123718,129,121174,0.56,2174281
2015 Q4,1996630,1262148,734482,151502,582980,693,571190,2.63,2174281
