森寶,	3489
季度,營收,營業成本,營業毛利,營業費用,營業利益,業外收入,淨利,每股盈餘,母公司淨利,非控制淨利,股本
2013 Q1,81181,81364,-183,6897,-7080,11847,3957,0.07,3957,0,528507
2013 Q2,66651,66112,539,7308,-6769,4164,-2121,-0.04,1836,1836,528507
2013 Q3,81028,78081,2947,8302,-5355,127,-5425,-0.08,-3589,-3589,829007
2013 Q4,1211939,1041786,170153,101212,68941,10200,69879,1.10,69879,69879,829807
2014 Q1,242257,178683,63574,25776,37798,-4236,33473,0.40,33473,33473,829807
2014 Q2,146993,138543,8450,9151,-701,-3695,-4411,-0.05,29062,29062,829807
2014 Q3,195352,168273,27079,20287,6792,-5008,-2970,-0.04,26092,26092,830002
2014 Q4,834379,726189,108190,61148,47042,-4849,32500,0.39,32500,32500,831002
2015 Q1,91988,86571,5417,9191,-3774,-4165,-7941,-0.01,-7941,-7941,831002
2015 Q2,116952,110737,6215,9092,-2877,-3872,-6749,-0.08,-14690,-14690,831002
