創惟,	6104
季度,營收,營業成本,營業毛利,營業費用,營業利益,業外收入,淨利,每股盈餘,股本
2013 Q1,261883,149796,112087,161723,-49636,11196,-39640,-0.44,865242
2013 Q2,312050,176642,135408,162860,-27452,3610,-24432,-0.26,865242
2013 Q3,370609,216300,154309,167019,-12710,8040,-5572,-0.04,865242
2013 Q4,1438380,942041,496339,694332,-197993,-4092,-205734,-2.29,865242
2014 Q1,444293,261139,183154,152875,30279,8461,38592,0.45,865242
2014 Q2,537672,307524,230148,137902,92246,6959,91540,1.04,883162
2014 Q3,691632,377528,314104,131889,182215,8719,173528,1.95,893042
2014 Q4,2200731,1211375,989356,577960,411396,46141,429626,4.89,895392
2015 Q1,523884,275186,248698,151215,97483,-5171,83009,0.93,896542
2015 Q2,469731,255287,214444,144935,69509,-6263,51836,0.58,896542
2015 Q3,420133,212456,207677,159391,48286,19877,64370,0.72,896692
2015 Q4,1884879,989331,895548,601371,294177,10070,269195,3.01,896692
2016 Q1,408940,204775,204165,146529,57636,-8663,43000,0.48,896692
2016 Q2,431233,209630,221603,150740,70863,-265,56241,0.63,896692
2016 Q3,500291,249604,250687,157405,93282,-19049,68601,0.77,906692
2016 Q4,1758358,870652,887706,619084,268622,-10989,226766,2.53,906972
2017 Q1,387992,193298,194694,158128,36566,-55522,-19046,-0.21,906992
2017 Q2,439512,221385,218127,155667,62460,4646,56208,0.63,906792
2017 Q3,490852,251990,238862,173261,65601,-4396,55009,0.61,907092
2017 Q4,1787146,911780,875366,651819,223547,-71331,131147,1.46,907092
