全域,	3067
季度,營收,營業成本,營業毛利,營業費用,營業利益,業外收入,淨利,每股盈餘,母公司淨利,非控制淨利,股本
2013 Q1,102109,82574,19535,22322,-2787,-694,-3488,-0.12,-3488,0,290252
2013 Q2,94268,83079,11189,24166,-12977,-802,-14346,-0.49,-17834,0,290252
2013 Q3,106088,73803,32285,26315,5970,751,7132,0.25,-10702,0,290252
2013 Q4,381037,313772,67265,107704,-40439,-1183,-42602,-1.47,-42602,0,290252
2014 Q1,72898,54002,18896,24662,-5766,7512,1346,0.05,1346,0,290252
2014 Q2,71984,54215,17769,25844,-8075,6482,-1299,-0.04,47,0,290252
2014 Q3,76003,57881,18122,24160,-6038,-1370,-7611,-0.26,-7564,0,290252
2014 Q4,340367,249123,91244,98522,-7278,13057,5039,0.17,5039,0,290252
2015 Q1,57750,47087,10663,29629,-18966,1441,-17292,-0.60,-17292,0,290252
2015 Q2,92417,69999,22418,29880,-7462,2415,-4955,-0.17,-22247,0,290252
2015 Q3,75540,60867,14673,24434,-9761,-1847,-11388,-0.39,-33635,0,290252
2015 Q4,295043,233627,61416,109754,-48338,8956,-38858,-1.34,-38858,0,290252
2016 Q1,39921,31780,8141,27044,-18903,-257,-18980,-0.65,-18980,0,290252
