太欣,	5302
季度,營收,營業成本,營業毛利,營業費用,營業利益,業外收入,淨利,每股盈餘,股本
2013 Q1,62535,32338,30197,42751,-12554,3739,-7111,-0.04,1623770
2013 Q2,71696,42210,29486,42794,-13308,3272,-11664,-0.06,1623770
2013 Q3,77814,42076,35738,40862,-5124,2708,-2489,-0.03,1623770
2013 Q4,277583,156617,120966,172367,-51401,15793,-36185,-0.22,1623770
2014 Q1,38060,23300,14760,42456,-27696,4732,-22946,-0.12,1623770
2014 Q2,52022,30476,21546,42136,-20590,5665,-15122,-0.07,1623770
2014 Q3,50880,29528,21352,38985,-17633,8557,-9164,-0.05,1623770
2014 Q4,195047,114977,80070,168386,-88316,28049,-60760,-0.32,1623770
2015 Q1,38651,24313,14338,38846,-24508,5713,-18689,-0.09,1623770
2015 Q2,60021,34699,25322,37831,-12509,3701,-8738,-0.04,1623770
2015 Q3,61314,36193,25121,36459,-11338,7761,-3753,-0.02,1623770
