統新,	6426
季度,營收,營業成本,營業毛利,營業費用,營業利益,業外收入,淨利,每股盈餘,股本
2013 Q1,n/a
2013 Q2,n/a
2013 Q3,n/a
2013 Q4,436955,265137,171818,99182,72636,-1990,56129,2.07,287000
2014 Q1,137180,76228,60952,20810,40142,2497,35391,1.28,287000
2014 Q2,125787,85409,40378,23288,17090,-2787,9400,0.40,287000
2014 Q3,120769,83166,37603,26133,11470,17857,24408,0.91,287000
2014 Q4,494767,321883,172884,93684,79200,26036,77913,3.00,322900
2015 Q1,137938,77969,59969,29677,30292,-2168,22395,0.73,322900
2015 Q2,128752,79027,49725,25075,24650,-3844,12827,0.44,322900
2015 Q3,124007,80466,43541,31594,11947,22095,33618,1.10,322900
