宇峻,	3546
季度,營收,營業成本,營業毛利,營業費用,營業利益,業外收入,淨利,每股盈餘,股本
2013 Q1,228392,16325,212067,173962,38105,1267,28393,0.81,345201
2013 Q2,179017,10744,168273,164228,4045,1819,4708,0.15,345201
2013 Q3,191817,15849,175968,151220,24748,3109,3993,0.11,345201
2013 Q4,795110,62123,732987,679750,53237,8913,31680,0.95,345201
2014 Q1,192253,15874,176379,174200,2179,6151,248,0.02,345201
2014 Q2,174518,15810,158708,162030,-3322,-5868,-11506,-0.33,345201
2014 Q3,182237,26145,156092,167358,-11266,9175,-4856,-0.15,345201
2014 Q4,736389,72538,663851,659086,4765,18827,6210,0.18,345201
2015 Q1,155298,8276,147022,158733,-11711,-1405,-14910,-0.42,345201
2015 Q2,139856,6665,133191,176564,-43373,-3057,-47682,-1.37,345201
2015 Q3,164487,7030,157457,160870,-3413,13070,9049,0.28,345201
2015 Q4,641664,34494,607170,637628,-30458,6620,-31153,-0.83,345201
