至寶電,	3226
季度,營收,營業成本,營業毛利,營業費用,營業利益,業外收入,淨利,每股盈餘,母公司淨利,非控制淨利,股本
2013 Q1,144068,113610,30458,30922,-464,3476,3012,0.06,3853,-841,644306
2013 Q2,155315,123238,32077,26715,5362,733,6071,0.10,0,-953,644306
2013 Q3,184021,156723,27298,22643,4655,120,4775,0.08,14917,-1059,644306
2013 Q4,654691,537504,117187,102236,14951,8466,23393,0.39,25139,-1746,644306
2014 Q1,183555,141688,41867,21049,20818,6224,27062,0.42,27032,30,644306
2014 Q2,259818,197481,62337,24965,37372,-5566,31782,0.49,58816,28,644306
2014 Q3,219705,169939,49766,21505,28261,6091,34352,0.53,93168,28,644306
2014 Q4,869857,676807,193050,83070,109980,20851,130807,2.03,130779,28,644306
2015 Q1,241315,183788,57527,21675,35852,-4892,30960,0.48,30960,0,644306
2015 Q2,294009,223313,70696,24667,46029,-6850,38305,0.59,69265,69265,644306
2015 Q3,261130,196290,64840,20127,44713,41397,71548,1.11,140813,0,644306
2015 Q4,1103292,823437,279855,94640,185215,28716,201073,3.12,201073,0,644306
