佑華,	8024
季度,營收,營業成本,營業毛利,營業費用,營業利益,業外收入,淨利,每股盈餘,股本
2013 Q1,140559,107113,33446,43856,-10410,3064,-7346,-0.16,500211
2013 Q2,219758,148444,71314,45909,25405,4091,25696,0.56,500211
2013 Q3,188906,129828,59078,44900,14178,-439,9039,0.20,500211
2013 Q4,704948,493905,211043,178000,33043,10025,27568,0.60,500211
2014 Q1,132845,81787,51058,42645,8413,3184,8097,0.18,500211
2014 Q2,217043,141338,75705,51820,23885,1707,19349,0.42,494784
2014 Q3,169828,121562,48266,46428,1838,3094,3298,0.07,495777
2014 Q4,697680,464695,232985,185010,47975,13785,46261,1.01,477514
2015 Q1,120314,78698,41616,45781,-4165,115,-4609,-0.10,469096
2015 Q2,192834,133950,58884,48571,10313,344,8416,0.18,463921
2015 Q3,146258,104798,41460,48846,-7386,8759,653,0.01,463921
