華祺,	5015
季度,營收,營業成本,營業毛利,營業費用,營業利益,業外收入,淨利,每股盈餘,母公司淨利,非控制淨利,股本
2013 Q1,581471,498572,82899,53222,29677,17554,41145,0.68,41145,0,606392
2013 Q2,638239,556267,81972,51138,30834,277,24641,0.41,65786,65786,606392
2013 Q3,662415,586867,75548,51800,23748,-19988,2755,0.04,68541,68541,606392
2013 Q4,2629244,2299119,330125,212482,117643,-1236,98363,1.62,98363,98363,606392
2014 Q1,712539,613190,99349,56682,42667,23461,56341,0.93,56341,0,606392
2014 Q2,701980,594989,106991,54758,52233,-9571,36307,0.60,92648,92648,606392
2014 Q3,658666,536166,122500,55888,66612,10660,69172,1.14,161820,161820,606392
2014 Q4,2725377,2276136,449241,235973,213268,44883,225698,3.72,225698,225698,606392
2015 Q1,475914,405726,70188,50739,19449,-7910,3320,0.05,3320,0,606392
2015 Q2,406442,342145,64297,36475,27822,-5006,18074,0.30,21394,21394,606392
2015 Q3,573381,472656,100725,49266,51459,19301,62826,1.04,84220,84220,606392
2015 Q4,2067318,1719101,348217,189253,158964,13072,147084,2.43,147084,147084,606392
2016 Q1,527996,429491,98505,49976,48529,-3259,38925,0.64,38925,0,606392
