華祺,	5015
季度,營收,營業成本,營業毛利,營業費用,營業利益,業外收入,淨利,每股盈餘,股本
2013 Q1,581471,498572,82899,53222,29677,17554,41145,0.68,606392
2013 Q2,638239,556267,81972,51138,30834,277,24641,0.41,606392
2013 Q3,662415,586867,75548,51800,23748,-19988,2755,0.04,606392
2013 Q4,2629244,2299119,330125,212482,117643,-1236,98363,1.62,606392
2014 Q1,712539,613190,99349,56682,42667,23461,56341,0.93,606392
2014 Q2,701980,594989,106991,54758,52233,-9571,36307,0.60,606392
2014 Q3,658666,536166,122500,55888,66612,10660,69172,1.14,606392
2014 Q4,2725377,2276136,449241,235973,213268,44883,225698,3.72,606392
2015 Q1,475914,405726,70188,50739,19449,-7910,3320,0.05,606392
2015 Q2,406442,342145,64297,36475,27822,-5006,18074,0.30,606392
2015 Q3,573381,472656,100725,49266,51459,19301,62826,1.04,606392
2015 Q4,2067318,1719101,348217,189253,158964,13072,147084,2.43,606392
2016 Q1,527996,429491,98505,49976,48529,-3259,38925,0.64,606392
2016 Q2,538913,428261,110652,53231,57421,1993,53710,0.89,606392
2016 Q3,582968,492661,90307,49571,40736,-13153,21794,0.36,606392
2016 Q4,2214896,1798210,416686,206107,210579,-4542,179590,2.96,606392
2017 Q1,542138,421943,120195,56234,63961,-31151,20681,0.34,606392
2017 Q2,560953,442632,118321,54740,63581,6181,61399,1.01,606392
2017 Q3,694876,561278,133598,52359,81239,-1624,69805,1.15,606392
