大學光,	3218
季度,營收,營業成本,營業毛利,營業費用,營業利益,業外收入,淨利,每股盈餘,股本
2013 Q1,209419,96723,112696,107511,5185,3220,6945,0.11,661230
2013 Q2,216776,101613,115163,107309,7854,3037,9227,0.13,661230
2013 Q3,239186,102237,136949,105901,31048,1665,27007,0.41,661230
2013 Q4,916311,399418,516893,427145,89748,11671,86482,1.31,661230
2014 Q1,238269,105015,133254,105023,28231,4371,27024,0.41,661230
2014 Q2,243661,112431,131230,108572,22658,558,20574,0.31,661230
2014 Q3,259319,112327,146992,119144,27848,8137,28119,0.43,661230
2014 Q4,988437,443332,545105,447026,98079,23931,101567,1.54,661230
2015 Q1,249714,113840,135874,113718,22156,7,18396,0.28,661230
2015 Q2,256565,107952,148613,121016,27597,-793,20039,0.30,661230
2015 Q3,262095,122154,139941,126710,13231,16517,24692,0.37,661230
2015 Q4,1014238,448643,565595,473428,92167,8160,81068,1.23,661230
2016 Q1,249504,115917,133587,119552,14035,-6391,6344,0.10,661230
2016 Q2,273481,123375,150106,119197,30909,884,26366,0.40,661230
2016 Q3,269424,122568,146856,123949,22907,-8778,11727,0.18,661230
2016 Q4,1072973,481966,591007,477324,113683,-3072,91804,1.39,661230
2017 Q1,248452,118610,129842,106560,23282,-10836,10330,0.16,661230
2017 Q2,269942,121770,148172,115068,33104,99,22592,0.44,761230
2017 Q3,285848,127285,158563,117244,41319,-616,32170,0.55,761230
2017 Q4,1082422,495415,587007,458044,128963,-10468,90605,1.65,761230
2018 Q1,273163,136292,136871,119926,16945,-5235,9951,0.27,761230
