崧騰,	3484
季度,營收,營業成本,營業毛利,營業費用,營業利益,業外收入,淨利,每股盈餘,母公司淨利,非控制淨利,股本
2013 Q1,499362,406671,92691,91717,974,9024,7944,0.13,7948,-4,593180
2013 Q2,609242,475846,133396,98986,34410,1623,30910,0.52,39365,-511,593180
2013 Q3,665623,510063,155560,113256,42304,5918,44596,0.69,81073,2377,610867
2013 Q4,2441806,1909650,532156,427999,104157,15281,106606,1.72,104252,2354,610867
2014 Q1,656918,510810,146108,112989,33119,3610,32586,0.53,31947,639,610867
2014 Q2,796438,610486,185952,125806,60146,-6348,42837,0.70,74767,656,610867
2014 Q3,893334,672177,221157,137540,83617,4648,77471,1.25,150815,2079,610767
2014 Q4,3198227,2434142,764085,523682,240403,20128,230877,3.75,228321,2556,610767
2015 Q1,815011,623227,191784,134533,57251,-1699,53123,0.88,53951,-828,628605
2015 Q2,810595,633388,177207,136030,41177,-3683,30403,0.50,85180,-1654,645600
2015 Q3,790937,609115,181822,142907,38915,18164,51958,0.78,135276,208,645600
