及成,	3095
季度,營收,營業成本,營業毛利,營業費用,營業利益,業外收入,淨利,每股盈餘,股本
2013 Q1,1009942,984281,25661,196831,-171170,-34727,-212086,-0.94,2176813
2013 Q2,1192846,1160900,31946,205860,-173914,-74351,-251912,-1.12,2176813
2013 Q3,1616658,1542774,73884,140876,-66992,-107042,-178251,-0.81,2276813
2013 Q4,5351298,5091513,259785,731485,-471700,-533672,-1048709,-4.63,2276813
2014 Q1,1134757,1064601,70156,156645,-86489,-20839,-113558,-0.49,2276813
2014 Q2,1283789,1117744,166045,159744,6301,-77689,-79848,-0.74,2276813
2014 Q3,1150098,1082800,67298,155705,-88407,3590,-91419,-0.82,1092763
2014 Q4,5279043,4609466,669577,666419,-312325,-123115,-461141,-4.25,1092763
2015 Q1,1588737,1231167,357570,132551,225019,-57970,152769,1.36,1092763
2015 Q2,653514,656997,-3483,153282,-156765,35594,-125851,-1.11,1092763
2015 Q3,1101566,889940,211626,118949,-372774,110706,-268001,-2.41,1092763
2015 Q4,4302813,3563386,739427,535625,-249335,101693,-192277,-1.76,1092763
2016 Q1,410695,403694,7001,85574,-78573,-51697,-136602,-1.26,1092763
2016 Q2,371595,417535,-45940,184104,-423409,63253,-352982,-3.11,1092763
2016 Q3,268164,218705,49459,54787,-5328,6053,-37645,-0.33,1092763
2016 Q4,1227081,1123662,103419,531394,-621164,146943,-475057,-4.20,1092763
2017 Q1,214345,171936,42409,33984,8425,-80,6294,0.11,1092763
2017 Q2,233237,185363,47874,29362,18512,-9896,5443,0.09,1092763
2017 Q3,212947,177421,35526,28896,6630,-4427,3219,0.09,1092763
2017 Q4,837583,705328,132255,125622,6633,2838,-12765,0.79,1092763
2018 Q1,133965,104046,29919,30218,-299,1350,3763,0.04,1092763
