星雲,	8047
季度,營收,營業成本,營業毛利,營業費用,營業利益,業外收入,淨利,每股盈餘,股本
2013 Q1,168247,114896,53351,55163,-1812,2403,379,0.01,507868
2013 Q2,205190,132012,73178,61934,11244,4166,12481,0.25,507868
2013 Q3,203044,135341,67703,61934,5769,1818,5941,0.12,507868
2013 Q4,807389,536695,270694,241277,29417,12021,33689,0.66,507868
2014 Q1,206429,135574,70855,60537,10318,1522,8982,0.18,510788
2014 Q2,213235,130051,83184,61955,21229,157,18187,0.35,511838
2014 Q3,192285,127332,64953,57600,7353,823,7292,0.14,511878
2014 Q4,840664,545217,295447,251503,43944,3884,38004,0.77,412208
2015 Q1,198133,126297,71836,55478,16358,-3365,11740,0.28,414833
2015 Q2,215454,144428,71026,59975,11051,3761,8175,0.20,414738
