至興,	4535
季度,營收,營業成本,營業毛利,營業費用,營業利益,業外收入,淨利,每股盈餘,母公司淨利,非控制淨利,股本
2013 Q1,853208,734416,118792,62818,55974,19022,57798,0.74,55618,2180,756617
2013 Q2,869001,736196,132805,68940,63865,13211,62536,0.82,117559,2774,756617
2013 Q3,830042,709851,120191,60114,60077,-776,49798,0.62,164801,5330,756617
2013 Q4,3425658,2929567,496091,260880,235211,45139,229049,2.91,220534,8515,756617
2014 Q1,871075,727058,144017,62743,81274,11384,78068,0.95,71929,6139,756617
2014 Q2,876604,730517,146087,60532,85555,-10962,54239,0.66,121689,10618,756617
2014 Q3,836730,715017,121713,60530,61183,7316,53694,0.67,172311,13690,756617
2014 Q4,3448658,2910773,537885,252391,285494,26796,243939,2.97,224488,19451,756617
2015 Q1,865795,729549,136246,58125,78121,-10188,56294,0.73,55271,1023,756617
2015 Q2,827734,688030,139704,55989,83715,-3983,63474,0.77,113608,6160,756617
