至興,	4535
季度,營收,營業成本,營業毛利,營業費用,營業利益,業外收入,淨利,每股盈餘,股本
2013 Q1,853208,734416,118792,62818,55974,19022,57798,0.74,756617
2013 Q2,869001,736196,132805,68940,63865,13211,62536,0.82,756617
2013 Q3,830042,709851,120191,60114,60077,-776,49798,0.62,756617
2013 Q4,3425658,2929567,496091,260880,235211,45139,229049,2.91,756617
2014 Q1,871075,727058,144017,62743,81274,11384,78068,0.95,756617
2014 Q2,876604,730517,146087,60532,85555,-10962,54239,0.66,756617
2014 Q3,836730,715017,121713,60530,61183,7316,53694,0.67,756617
2014 Q4,3448658,2910773,537885,252391,285494,26796,243939,2.97,756617
2015 Q1,865795,729549,136246,58125,78121,-10188,56294,0.73,756617
2015 Q2,827734,688030,139704,55989,83715,-3983,63474,0.77,756617
2015 Q3,809599,668623,140976,55250,85726,18330,89594,1.06,756617
2015 Q4,3354698,2790524,564174,233864,330310,4158,277896,3.32,756617
2016 Q1,784031,629754,154277,59788,94489,-133,76025,0.85,756617
2016 Q2,777745,629677,148068,61207,86861,-793,64315,0.74,756617
2016 Q3,811525,655589,155936,61232,94704,-490,74399,0.81,756617
2016 Q4,3187738,2567626,620112,256629,363483,8083,292056,3.28,756617
2017 Q1,785289,619864,165425,58303,107122,-22648,67780,0.76,756617
2017 Q2,764759,625647,139112,61963,77149,9471,66867,0.77,756617
2017 Q3,806617,651352,155265,64418,90847,5474,77362,0.86,756617
2017 Q4,3159665,2546829,612836,256509,356327,-13038,269095,2.98,756617
2018 Q1,805323,659281,146042,68672,77370,-8239,53779,0.56,756617
2018 Q2,745378,620997,124381,64342,60039,28513,66702,0.70,756617
2018 Q3,720114,607976,112138,61571,50567,-617,38297,0.30,756617
