精測,	6510
季度,營收,營業成本,營業毛利,營業費用,營業利益,業外收入,淨利,每股盈餘,母公司淨利,非控制淨利,股本
2013 Q1,n/a
2013 Q2,n/a
2013 Q3,n/a
2013 Q4,n/a
2014 Q1,n/a
2014 Q2,n/a
2014 Q3,n/a
2014 Q4,1064966,541742,523224,282781,238368,2005,196419,8.35,196419,196419,280020
2015 Q1,n/a
2015 Q2,737715,365325,372390,168996,203341,-221,156450,5.59,156450,156450,280020
2015 Q3,495752,226291,269461,104341,165120,6034,140550,5.02,297000,297000,280020
2015 Q4,1725149,834515,890634,387330,503251,6902,413483,14.77,413483,413483,280020
2016 Q1,500600,242864,257736,120255,137432,-519,110801,3.91,110801,110801,307890
