寶得利,	5301
季度,營收,營業成本,營業毛利,營業費用,營業利益,業外收入,淨利,每股盈餘,股本
2013 Q1,157118,148252,8866,16039,-7173,2896,-6941,-0.13,529942
2013 Q2,184951,169223,15728,10985,4743,13484,20891,0.39,529942
2013 Q3,186636,115351,71285,56982,14303,31,14334,0.22,729942
2013 Q4,841134,562716,278418,235323,43095,16703,50699,0.83,729942
2014 Q1,399429,103165,296264,238353,57911,19365,77276,1.11,840000
2014 Q2,524632,163929,360703,345329,15374,23881,39255,0.49,840000
2014 Q3,388231,110193,278038,271987,6051,6101,12152,0.10,840000
2014 Q4,1891898,558983,1332915,1256131,76784,58567,138474,1.73,840000
2015 Q1,673918,421218,252700,213921,38779,17752,56531,0.57,840000
2015 Q2,540096,198310,341786,313921,27865,754,28383,0.35,945000
2015 Q3,483071,209739,273332,301154,-27822,4580,-23693,-0.23,1072500
2015 Q4,2348269,1052857,1295412,1280860,14552,43589,59386,0.58,1072500
2016 Q1,666033,201676,464357,470629,-6272,7317,1045,0.01,1072500
