久裕,	4173
季度,營收,營業成本,營業毛利,營業費用,營業利益,業外收入,淨利,每股盈餘,母公司淨利,非控制淨利,股本
2013 Q1,343121,281746,61375,44749,16626,-4397,11138,0.34,11138,11138,330744
2013 Q2,361353,296580,64773,41451,23322,-5754,14789,0.45,25927,25927,330744
2013 Q3,361643,306071,55572,33246,22326,-6246,13525,0.41,39452,39452,330744
2013 Q4,1445867,1193459,252408,166105,86303,-18967,57007,1.63,57007,57007,445744
2014 Q1,320210,266141,54069,39847,14222,-4809,7904,0.18,7904,7904,445744
2014 Q2,357367,296636,60731,43168,17563,-4021,11088,0.25,18992,18992,445744
2014 Q3,333693,278534,55159,40091,15068,-1974,10375,0.23,29367,29367,445744
2014 Q4,1359550,1136972,222578,164884,57694,-15229,35050,0.79,35050,35050,445744
2015 Q1,330252,275221,55031,43782,11249,-4568,5009,0.11,5009,5009,445744
2015 Q2,345807,290645,55162,37033,18129,-1683,10212,0.23,15221,15221,445744
