商店街,	4965
季度,營收,營業成本,營業毛利,營業費用,營業利益,業外收入,淨利,每股盈餘,股本
2013 Q1,153594,97913,55681,39751,15930,606,12916,1.11,141500
2013 Q2,158000,97332,60668,39326,21342,909,17711,1.15,176216
2013 Q3,183398,119762,63636,41355,22281,400,18232,1.15,176216
2013 Q4,723493,472779,250714,166241,84473,3107,69946,4.48,176216
2014 Q1,230060,165162,64898,48040,16858,414,13025,1.01,176216
2014 Q2,239815,171725,68090,49217,18873,1311,15650,1.12,195561
2014 Q3,240904,173461,67443,49501,17942,906,14388,1.08,195561
2014 Q4,994337,727122,267215,194920,72295,4099,58325,3.94,195561
2015 Q1,289978,229646,60332,48252,12080,2598,10971,0.80,195561
2015 Q2,325931,265531,60400,51725,8675,2013,7835,0.60,216022
2015 Q3,355374,294316,61058,52843,8215,-249,5393,0.47,216022
2015 Q4,1391324,1142212,249112,212404,36708,6098,30502,2.30,216022
2016 Q1,431094,370764,60330,58008,2322,578,853,0.32,216022
2016 Q2,404437,345425,59012,60122,-1110,1481,182,0.31,216022
2016 Q3,396702,340234,56468,60991,-4523,569,-5336,0.12,216022
2016 Q4,1621945,1390882,231063,239968,-8905,3575,-10589,0.87,216022
2017 Q1,364224,316509,47715,64428,-16713,107,-16366,-0.30,216022
2017 Q2,302178,254844,47334,131240,-83906,1034,-71862,-2.71,266022
2017 Q3,287893,254338,33555,335134,-301579,484,-313097,-12.64,266022
2017 Q4,1269954,1106182,163772,1273441,-1109669,2304,-1107941,-43.25,344452
