台化            ,	1326
季度,營收,營業成本,營業毛利,營業費用,營業利益,業外收入,淨利,每股盈餘,母公司淨利,非控制淨利,股本
2013 Q1,105123051,95567101,9555950,3170735,6385215,3012164,8533076,1.43,8096038,437038,56904721
2013 Q2,112980396,105255208,7725188,3497180,4228008,1899272,4592073,0.70,12183131,942018,56904721
2013 Q3,108316274,98684474,9631800,3374008,6257792,4116441,9768118,1.61,21621769,1271498,58611863
2013 Q4,427999934,395440460,32559474,13581238,18978236,11328591,26678524,4.25,24863645,1814879,58611863
2014 Q1,100960296,95975080,4985216,3296632,1688584,5359882,6316904,0.97,5679397,637507,58611863
2014 Q2,110381586,104304267,6077319,3421156,2656163,1980617,4226679,0.60,9149474,1394109,58611863
2014 Q3,100725009,93950172,6774837,3497619,3277218,5759488,8738400,1.27,16591471,2690512,58611863
2014 Q4,401453739,383655665,17798074,13752327,4045747,11648685,14021141,1.80,10530288,3490853,58611863
2015 Q1,80909048,74716000,6193048,3525778,2667270,-135848,2057091,0.25,1486545,570546,58611863
2015 Q2,90568175,77409221,13158954,3604313,9554641,5695014,13474924,2.09,13688851,1843164,58611863
2015 Q3,79201681,72911380,6290301,3600003,2690298,7563167,8971723,1.34,21493787,3009951,58611863
2015 Q4,329349307,295636411,33712896,14338770,19374126,16615039,31617547,4.72,27578193,4039354,58611863
