日電貿          ,	3090
季度,營收,營業成本,營業毛利,營業費用,營業利益,業外收入,淨利,每股盈餘,母公司淨利,非控制淨利,股本
2013 Q1,965117,819717,145400,89652,55748,15950,60839,0.51,57045,3794,1146015
2013 Q2,1625484,1409151,216333,157015,59318,26353,74204,0.57,128542,6501,1151995
2013 Q3,1908294,1679312,228982,190534,38448,99355,129458,0.98,252987,11514,1287474
2013 Q4,6377856,5541392,836464,622839,213625,173389,332535,2.52,320425,12110,1291534
2014 Q1,1866098,1597151,268947,183627,85320,21453,90038,0.62,79584,10454,1291534
2014 Q2,2165511,1857219,308292,203681,104611,-15201,73773,0.44,143531,20280,1291534
2014 Q3,2379534,2053671,325863,316091,9772,45057,50579,0.39,199688,14702,1446518
2014 Q4,8543448,7313644,1229804,878852,350952,78965,382697,2.44,360997,21700,1590184
2015 Q1,2095805,1776874,318931,186562,132369,-2382,107008,0.65,103174,3834,1590184
2015 Q2,1992005,1734741,257264,172740,84524,-13038,48481,0.28,150633,4856,1590184
2015 Q3,2087375,1798638,288737,198681,90056,59959,129207,0.76,278309,6387,1669693
