華邦電          ,	2344
季度,營收,營業成本,營業毛利,營業費用,營業利益,業外收入,淨利,每股盈餘,股本
2013 Q1,7675106,6426113,1248993,1508421,-259428,-41317,-337392,-0.10,36868262
2013 Q2,8845828,6780069,2065759,1544522,521237,2817,416373,0.10,36888322
2013 Q3,8309158,6490215,1818943,1513349,305594,-66611,136625,0.04,36919672
2013 Q4,33135448,26226516,6908932,6143734,765198,-206544,287366,0.06,36940232
2014 Q1,8751022,6495987,2255035,1734068,520967,-12172,397344,0.10,36944662
2014 Q2,9742354,6970187,2772167,1877542,894625,56436,784293,0.19,36946402
2014 Q3,9931448,7126697,2804751,1692270,1112481,78731,961655,0.25,36949822
2014 Q4,37989660,27199199,10790461,7132038,3658423,282615,3210544,0.83,36949822
2015 Q1,9723826,6591751,3132075,1865538,1266537,14575,1036975,0.27,36949822
2015 Q2,9252129,6298020,2954109,1961028,993081,61423,863149,0.22,36949822
2015 Q3,9533927,6849331,2684596,1865092,819504,78880,730568,0.18,36949822
2015 Q4,38350315,26528662,11821653,7712727,4108926,139258,3472873,0.90,35800002
2016 Q1,10086944,7048644,3038300,2032175,1006125,-7054,807537,0.22,35800002
2016 Q2,10496888,7532325,2964563,2078080,886483,1967,744532,0.18,35800002
2016 Q3,10732716,7758642,2974074,2090281,883793,-5006,717138,0.18,35800002
2016 Q4,42091709,30073937,12017772,8304816,3712956,41664,3140074,0.81,35800002
2017 Q1,10424963,7436194,2988769,2064263,924506,-41040,723463,0.19,35800002
2017 Q2,11411277,7696712,3714565,2316222,1398343,50176,1086540,0.28,35800002
2017 Q3,12549903,7922013,4627890,2529140,2098750,429601,2166153,0.58,35800002
2017 Q4,47591792,31268105,16323687,9667919,6655768,441761,5822950,1.54,39800002
2018 Q1,12156183,7577204,4578979,2551182,2027797,-56333,1612170,0.40,39800002
2018 Q2,13485223,8234695,5250528,2792513,2458015,361951,2258354,0.54,39800002
