國碩            ,	2406
季度,營收,營業成本,營業毛利,營業費用,營業利益,業外收入,淨利,每股盈餘,母公司淨利,非控制淨利,股本
2013 Q1,1967839,1843685,124154,139010,-14856,31168,-5592,-0.26,-75446,69854,2919652
2013 Q2,2127281,1944020,183261,139479,43782,-52900,-20252,-0.24,-147398,121554,2919652
2013 Q3,1847820,1678770,169050,128969,40081,-140086,-140953,-0.58,-316935,150138,2919652
2013 Q4,8554816,7775407,779409,584457,194952,-557583,-467693,-2.43,-708988,241295,2919652
2014 Q1,3130821,2692874,437947,177655,260292,209205,417314,0.88,259496,157818,3019886
2014 Q2,3623452,3248494,374958,293336,81622,83528,124379,0.04,271623,270070,3057925
2014 Q3,2979383,2759904,219479,199180,20299,25606,-8160,-0.57,95594,437939,3073964
2014 Q4,13287077,11816823,1470254,933483,536771,378892,671280,0.01,3400,667880,3073964
2015 Q1,3543403,3079474,463929,184642,279287,-130555,55454,-0.34,-103944,159398,3073964
2015 Q2,4143257,3650218,493039,193660,299379,-184768,-6152,-0.62,-294482,343784,3082866
2015 Q3,5202934,4378911,824023,283725,540298,202778,555804,0.44,-160138,765244,3108278
