國精化          ,	4722
季度,營收,營業成本,營業毛利,營業費用,營業利益,業外收入,淨利,每股盈餘,股本
2013 Q1,1153518,1022078,131440,99373,32067,8991,35299,0.44,882469
2013 Q2,1227817,1086527,141290,107957,33333,7465,24745,0.28,882469
2013 Q3,1212067,1065941,146126,99063,47063,5173,42695,0.48,882469
2013 Q4,4858179,4303531,554648,402223,152425,31394,140038,1.63,882469
2014 Q1,1118631,1000962,117669,96858,20811,6576,23060,0.26,882469
2014 Q2,1241914,1095696,146218,95785,50433,-12637,26096,0.30,882469
2014 Q3,1288096,1136233,151863,95821,56042,16584,57383,0.65,882469
2014 Q4,4996442,4396647,599795,399606,200189,26909,178774,2.03,882469
2015 Q1,1099629,897496,202133,100754,101379,-25009,60184,0.68,882469
2015 Q2,1173383,976802,196581,99447,97134,-2910,73401,0.83,882469
2015 Q3,1108883,903791,205092,105466,99626,43444,115796,1.31,882469
2015 Q4,4505223,3662265,842958,418287,424671,8053,347604,3.94,882469
2016 Q1,1072204,850699,221505,100297,121208,-9575,92711,1.04,952469
2016 Q2,1233207,1000540,232667,107181,125486,-981,97751,1.03,952469
2016 Q3,1141360,940368,200992,108314,92678,662,76070,0.80,952469
2016 Q4,4655443,3810591,844852,422594,422258,1644,343693,3.68,952469
2017 Q1,1139577,974859,164718,93885,70833,-15884,48898,0.51,952469
2017 Q2,1179481,992856,186625,96708,89917,9956,75614,0.79,952469
