敦南            ,	5305
季度,營收,營業成本,營業毛利,營業費用,營業利益,業外收入,淨利,每股盈餘,股本
2013 Q1,2073895,1661606,412471,371397,41074,-4079,28111,-0.03,4473975
2013 Q2,2517050,1918772,598256,434595,163661,40044,148608,0.17,4473975
2013 Q3,2682297,2072386,609762,461437,148325,98869,180413,0.21,4473975
2013 Q4,9610689,7492349,2118201,1710369,407832,202341,424309,0.35,4474773
2014 Q1,2424018,1868646,555486,421092,134394,78046,157530,0.17,4479061
2014 Q2,2749841,2083141,667658,446706,220952,115207,250937,0.29,4482211
2014 Q3,2644073,2045504,598483,456517,141966,240062,291283,0.55,3148374
2014 Q4,10145521,7847083,2299489,1769615,529874,553636,815041,1.10,3149674
2015 Q1,2182951,1736810,446338,432575,13763,215920,178436,0.37,3156327
2015 Q2,2420516,1874013,546743,448237,98506,500080,477971,1.25,3159907
2015 Q3,2345288,1799025,546263,430192,116071,80166,140820,0.03,3160342
2015 Q4,9419265,7270963,2148739,1782244,366495,789242,884973,1.52,3088117
2016 Q1,2348403,1806460,541943,413336,128607,-14700,83152,0.07,3090622
2016 Q2,2695131,1918455,776676,435503,341173,73400,308436,0.50,3092992
2016 Q3,2802639,1996472,806167,446300,359867,71945,327198,0.55,3097567
2016 Q4,10487093,7618841,2868252,1831983,1036269,198335,940104,1.40,3098817
2017 Q1,2287008,1704993,582015,408096,173919,-6929,139532,0.27,3103777
2017 Q2,2898989,2061778,837211,477348,359863,45673,305675,0.57,3106147
2017 Q3,3230833,2299020,931813,543127,388686,152708,456963,0.86,3110682
2017 Q4,11504797,8232570,3272227,1952250,1319977,109046,1104321,1.80,3112117
2018 Q1,2685683,1976108,709575,494773,214802,149246,203696,0.30,3117392
2018 Q2,3355314,2398155,953459,543035,410424,99983,372092,0.66,3121122
