大成            ,	1210
季度,營收,營業成本,營業毛利,營業費用,營業利益,業外收入,淨利,每股盈餘,母公司淨利,非控制淨利,股本
2013 Q1,21357129,19418268,1938861,1687988,250873,87210,291215,0.45,237726,53489,5664572
2013 Q2,21257781,19646474,1611307,1712360,-101053,95039,-64171,0.08,278209,-51165,5664572
2013 Q3,22984709,20908851,2075858,1692204,383654,117444,423086,0.63,610112,40018,5664572
2013 Q4,90478017,82822769,7655248,6814943,840305,1753033,2256640,3.42,1795696,460944,5664572
2014 Q1,21742705,19579545,2163160,1737402,425758,47587,367411,0.68,356947,10464,5664572
2014 Q2,22672001,20582559,2089442,1647892,441550,31280,383417,0.60,671010,79818,5664572
2014 Q3,23067717,21127301,1940416,1728902,211514,399135,542341,0.73,1167119,126050,7363944
2014 Q4,91740920,83742961,7997959,6849289,1148670,343123,999577,1.70,1162573,-162996,7363944
2015 Q1,20079300,18212106,1867194,1654463,212731,-29658,89692,0.23,158238,-68546,7363944
2015 Q2,18716305,16757103,1959202,1709541,249661,1760,139412,0.14,255946,-26842,7363944
2015 Q3,19927554,17556210,2371344,1800933,570411,-87454,390722,0.50,598910,20916,7363944
