聯華食          ,	1231
季度,營收,營業成本,營業毛利,營業費用,營業利益,業外收入,淨利,每股盈餘,母公司淨利,非控制淨利,股本
2013 Q1,1482501,1077644,404857,287590,117267,16905,111496,0.91,111987,-491,1224480
2013 Q2,1172043,906757,265286,244327,20959,44339,48070,0.40,161381,-1815,1224480
2013 Q3,1364611,1027560,337051,286551,50500,21219,59331,0.45,221087,-2190,1322438
2013 Q4,5386837,4011794,1375043,1049428,325615,105265,339182,2.59,342639,-3457,1322438
2014 Q1,1290135,1013125,277010,266495,10515,13019,26613,0.20,0,785,1322438
2014 Q2,1379860,1118142,261718,238129,23589,3997,15853,0.13,43656,-1190,1322438
2014 Q3,1710202,1366704,343498,287741,55757,6243,53274,0.36,96817,-1077,1481131
2014 Q4,5893261,4654789,1238472,1012138,226334,36987,222074,1.50,222809,-735,1481131
2015 Q1,1677670,1310156,367514,253395,114119,3991,97983,0.66,98452,-469,1481131
2015 Q2,1464398,1230885,233513,210740,22773,21602,31268,0.21,129321,-70,1481131
2015 Q3,1750957,1379087,371870,278247,93623,49927,119452,0.80,247062,1641,1481131
2015 Q4,6456465,5152725,1303740,950732,353008,84761,358694,2.41,357446,1248,1481131
