東元            ,	1504
季度,營收,營業成本,營業毛利,營業費用,營業利益,業外收入,淨利,每股盈餘,母公司淨利,非控制淨利,股本
2013 Q1,13265366,10099147,3166219,2014969,1151250,74744,866177,0.45,818637,47540,18486709
2013 Q2,15023036,11548138,3477794,2216484,1261310,309927,1160995,0.56,1858895,168277,18727172
2013 Q3,14562674,11115111,3445319,2285595,1159724,191394,1138617,0.56,2897475,268314,18936796
2013 Q4,56618537,43137921,13484726,8859132,4625594,777890,4177256,2.01,3759872,417384,19646374
2014 Q1,13538420,10250761,3288190,2107792,1180398,143241,951144,0.44,861255,89889,20015244
2014 Q2,14236090,10645965,3590988,2239807,1351181,652620,1567881,0.74,2331404,187621,20026929
2014 Q3,13449780,10053284,3395973,2310598,1085375,334154,1126169,0.53,3365612,279582,20026929
2014 Q4,53820604,40442637,13378031,8981060,4396971,1306964,4406231,2.06,4066924,339307,20026929
2015 Q1,11716314,8665295,3057061,2070378,986683,122264,821563,0.37,737106,84457,20026929
2015 Q2,12159518,9090698,3067055,2164183,902872,377554,993048,0.46,1650067,164544,20026929
2015 Q3,12247527,9158184,3086597,2124172,962425,412878,1036976,0.48,2606509,245078,20026929
2015 Q4,48598573,36203039,12400311,8612684,3787627,775644,3514116,1.60,3177291,336825,20026929
