富爾特          ,	6136
季度,營收,營業成本,營業毛利,營業費用,營業利益,業外收入,淨利,每股盈餘,股本
2013 Q1,198306,131135,67171,43976,23195,735,18838,0.16,1155364
2013 Q2,185447,129158,56289,53391,2898,4440,5548,0.04,1155364
2013 Q3,198586,141364,57222,57349,-127,147841,147413,1.28,1155364
2013 Q4,786517,540440,246077,212248,33829,210446,232974,2.01,1155364
2014 Q1,190475,124724,65751,48407,17344,2457,16570,0.14,1155364
2014 Q2,170763,120167,50596,50868,-272,67271,63630,0.55,1155364
2014 Q3,172720,118896,53824,61498,-7674,143617,135358,1.17,1155364
2014 Q4,711465,481392,230073,203875,26198,217826,233425,2.01,1155364
2015 Q1,168233,111759,56474,39053,17421,2568,16528,0.14,1155364
2015 Q2,186705,130671,56034,52491,3543,69762,69454,0.60,1155364
2015 Q3,204942,144021,60921,68693,-7772,137749,130046,1.12,1155364
2015 Q4,767557,531610,235947,220299,15648,224138,230861,1.98,1155364
2016 Q1,198131,130244,67887,59526,8361,27915,33549,0.29,1155364
2016 Q2,195510,136326,59184,63981,-4797,37286,31037,0.26,1155364
2016 Q3,177242,125538,51704,70683,-18979,193810,174887,1.51,1155364
2016 Q4,746020,517095,228925,253415,-24490,264105,235396,2.02,1155364
2017 Q1,187752,131827,55925,58251,-2326,80816,73367,0.63,1155364
2017 Q2,171768,125765,46003,53236,-7233,5384,-1931,-0.02,1155364
2017 Q3,180013,130869,49144,58544,-9400,108230,98759,0.85,1155364
2017 Q3,180013,130869,49144,58544,-9400,108230,98759,0.85,1155364
2017 Q4,706203,508074,198129,219745,-21616,234413,200395,1.72,1155364
