中櫃            ,	2613
季度,營收,營業成本,營業毛利,營業費用,營業利益,業外收入,淨利,每股盈餘,母公司淨利,非控制淨利,股本
2013 Q1,608397,578815,29582,24533,5049,-3478,971,0.01,970,1,890010
2013 Q2,643139,579421,63718,27715,36003,-4644,27560,0.39,28529,2,890010
2013 Q3,634672,583577,51095,27763,23332,-6431,15528,0.22,44057,2,890010
2013 Q4,2536888,2313683,223205,112109,111096,-18326,80449,1.09,80446,3,890010
2014 Q1,622694,584222,38472,26031,12441,-4589,6118,0.08,6117,1,890010
2014 Q2,680675,594737,85938,29568,56370,-4636,40995,0.52,47111,2,890010
2014 Q3,696314,618644,77670,31152,46518,-2399,37540,0.48,84650,3,934511
2014 Q4,2650056,2385700,264356,117163,147193,-10203,112317,1.41,112311,6,934511
2015 Q1,595487,571276,24211,26342,-2131,-4739,-6582,-0.08,-6583,1,934511
2015 Q2,668777,607141,61636,29196,32440,-5421,18689,0.24,12104,3,934511
2015 Q3,635340,605289,30051,29676,375,-14431,-9685,-0.11,2418,4,998058
2015 Q4,2550675,2351533,199142,117443,81699,-43769,22485,0.27,22478,7,998058
2016 Q1,601062,567833,33229,27400,5829,-1858,2547,0.03,2546,1,998058
