東台            ,	4526
季度,營收,營業成本,營業毛利,營業費用,營業利益,業外收入,淨利,每股盈餘,股本
2013 Q1,1452830,1132747,320083,310943,9140,51215,38447,0.12,2264999
2013 Q2,2095779,1584570,511209,355624,155585,23527,145467,0.56,2310299
2013 Q3,1991670,1494757,496913,366188,130725,-6692,103227,0.33,2310299
2013 Q4,7606700,5827347,1779353,1417645,361708,114870,370176,1.23,2310299
2014 Q1,1833423,1378759,454664,336573,118091,100085,166685,0.61,2310299
2014 Q2,2489289,1843448,645841,434201,211640,-39373,131784,0.51,2310299
2014 Q3,2468311,1843593,624718,427891,196827,91219,251112,0.98,2310299
2014 Q4,9074478,6916358,2158120,1625680,532440,317580,680723,2.51,2510299
2015 Q1,1817664,1389703,427961,348180,79781,-62208,5648,0.06,2510299
2015 Q2,2334838,1787905,546933,417909,129024,-54411,55083,0.17,2560265
2015 Q3,2512834,1827097,685737,638702,47035,223354,234472,0.80,2560265
2015 Q4,9188940,6709765,2479175,2093046,386129,35617,323067,1.06,2560265
2016 Q1,1670301,1105119,565182,537735,27447,-30819,-25514,-0.07,2560265
2016 Q2,2685157,2253259,431898,408849,23049,18670,40768,0.21,2560265
2016 Q3,2310562,1830563,479999,427015,52984,-75355,-30264,-0.11,2560265
2016 Q4,9768086,7616854,2151232,2018455,132777,-22143,65860,0.23,2548265
2017 Q1,2017167,1567408,449759,422953,26806,-186497,-150764,-0.46,2548265
2017 Q2,2266365,1796602,469763,504903,-35140,29679,-10989,-0.11,2548265
2017 Q3,2654768,1999839,654929,533722,121207,-52690,56011,0.14,2548265
2017 Q4,9762815,7666519,2096296,2146770,-50474,-152526,-232433,-0.93,2548265
2018 Q1,2206182,1649881,556301,492639,63662,-25116,51735,0.24,2548265
2018 Q2,3237478,2496263,741215,583305,157910,71559,194616,0.56,2548265
