建準            ,	2421
季度,營收,營業成本,營業毛利,營業費用,營業利益,業外收入,淨利,每股盈餘,母公司淨利,非控制淨利,股本
2013 Q1,1671903,1312883,359020,332566,26454,20833,30701,0.12,30534,167,2509297
2013 Q2,2117398,1674034,443364,355798,87566,14434,74452,0.29,103919,1234,2509297
2013 Q3,2229666,1724897,504769,352480,152289,12299,113128,0.44,215367,2914,2509297
2013 Q4,8256495,6476260,1780235,1395736,384499,56630,310828,1.22,306419,4409,2509297
2014 Q1,2017141,1615673,401468,352751,48717,31432,63625,0.25,62484,1141,2509297
2014 Q2,2506927,1959916,547011,395764,151247,10083,125998,0.49,186637,2986,2509297
2014 Q3,2521731,1991177,530554,389777,140777,13364,119432,0.47,304376,4679,2509297
2014 Q4,9533345,7579980,1953365,1535858,417507,107812,386250,1.51,379386,6864,2509297
2015 Q1,2276308,1877256,399052,380072,18980,20184,29541,0.11,27996,1545,2509297
2015 Q2,2427405,1949460,477945,393883,84062,20062,74452,0.29,100892,3101,2509297
2015 Q3,2762364,2178378,583986,420554,163432,66191,177804,0.70,276492,5305,2509297
2015 Q4,10109156,8055137,2054019,1615412,438607,145813,448960,1.77,441793,7167,2509297
2016 Q1,2279644,1813025,466619,405643,60976,4831,51612,0.20,50342,1270,2509297
