麗嬰房          ,	2911
季度,營收,營業成本,營業毛利,營業費用,營業利益,業外收入,淨利,每股盈餘,母公司淨利,非控制淨利,股本
2013 Q1,2512028,1285834,1226194,1162506,63688,1540,49582,0.20,43291,6291,2112958
2013 Q2,1934648,1028843,905805,1082559,-176754,-7790,-120563,-0.57,-76763,5782,2112958
2013 Q3,2205526,1191102,1014424,1074191,-59767,-22127,-58963,-0.30,-139121,9177,2112958
2013 Q4,9305249,4803135,4502114,4566956,-64842,-46705,-58611,-0.34,-72304,13693,2112958
2014 Q1,2410618,1269771,1140847,1208349,-67502,-29153,-49919,-0.26,-54226,4307,2112958
2014 Q2,1903549,972534,931015,1084444,-153429,-12395,-107083,-0.51,-161896,4894,2112958
2014 Q3,2246751,1166420,1080331,1073372,6959,-20517,-20168,-0.10,-182638,5468,2112958
2014 Q4,9329927,4741060,4588867,4672373,-83506,-59022,-94264,-0.50,-105293,11029,2112958
2015 Q1,2560237,1294444,1265793,1205320,60473,-2060,34817,0.15,31540,3277,2112958
2015 Q2,1986126,1028875,957251,1097879,-140628,-10310,-103241,-0.51,-76963,8539,2112958
2015 Q3,2123915,1117965,1005950,1047748,-41798,38686,-6107,-0.02,-81578,7047,2112958
2015 Q4,9232626,4742430,4490196,4583652,-93456,34774,-52191,-0.32,-65922,13731,2053778
2016 Q1,2327212,1222033,1105179,1104376,803,16212,17251,0.06,12483,4768,2043248
