永信            ,	3705
季度,營收,營業成本,營業毛利,營業費用,營業利益,業外收入,淨利,每股盈餘,股本
2013 Q1,1138007,590859,547148,402372,144776,30883,142827,0.56,2537362
2013 Q2,1213298,635799,577499,445239,132260,37907,135579,0.54,2537362
2013 Q3,1300137,752075,548062,435717,112345,61012,137036,0.55,2537362
2013 Q4,5061661,2759575,2302086,1692729,609357,145644,618821,2.44,2537362
2014 Q1,1343811,731346,612465,432040,180425,54098,182123,0.71,2537362
2014 Q2,1500420,808169,692251,471751,220500,18896,185903,0.73,2537362
2014 Q3,1451420,798761,652659,458800,193859,53379,196070,0.77,2537362
2014 Q4,5826555,3161056,2665499,1846715,818784,113517,728267,2.84,2537362
2015 Q1,1443608,809874,633734,456743,176991,69524,197547,0.78,2537362
2015 Q2,1541786,881579,660207,455424,204783,13015,169976,0.63,2664230
2015 Q3,1464381,783821,680560,484864,195696,73363,218443,0.83,2664230
2015 Q4,6034169,3328529,2705640,1864437,841203,269790,895399,3.35,2664230
