正達            ,	3149
季度,營收,營業成本,營業毛利,營業費用,營業利益,業外收入,淨利,每股盈餘,股本
2013 Q1,3488259,3062395,425864,264986,160878,16202,82066,0.31,2655255
2013 Q2,2611549,2672258,-60709,282651,-343360,-44732,-429854,-1.59,2655255
2013 Q3,2068535,2112454,-43919,341425,-385344,-42945,-384277,-1.39,2685255
2013 Q4,9978690,9914062,64628,1302714,-1238086,-4167,-1289992,-4.74,2688389
2014 Q1,1733029,1792757,-59728,323267,-382995,-44931,-427926,-1.57,2688389
2014 Q2,1831205,1899559,-68354,332572,-400926,-45664,-447050,-1.63,2688389
2014 Q3,2331529,2230411,101118,367000,-265882,-31292,-288520,-1.04,2687889
2014 Q4,7894843,8113133,-218290,1299646,-1517936,-654417,-2168973,-7.93,2687829
2015 Q1,1290563,1794417,-503854,223934,-727788,334706,-393082,-1.42,2687829
2015 Q2,964029,1637900,-673871,192826,-866697,-2115568,-2983628,-11.07,2686877
2015 Q3,1769747,2050135,-280388,204006,-484394,-86392,-570922,-2.10,2684650
2015 Q4,5639338,7456034,-1816696,1059437,-2876133,-2290584,-5164584,-19.10,2684419
2016 Q1,618383,1112995,-494612,131952,-626564,636956,10392,0.06,2681878
2016 Q2,497554,740079,-242525,104775,-347300,342335,-5614,-0.01,2681158
2016 Q3,681724,858268,-176544,155448,-331992,141139,-190894,-1.10,1696415
2016 Q4,2561784,3634017,-1072233,480131,-1552364,1086919,-466314,-2.66,1696415
2017 Q1,519940,688642,-168702,96414,-265116,276470,11354,0.07,1696415
2017 Q2,911528,921324,-9796,86629,-96425,143401,46976,0.28,1696013
2017 Q3,1048095,1047085,1010,94209,-93199,66749,-26450,-0.15,1883936
2017 Q4,3625233,3777742,-152509,352144,-504653,521083,19578,0.11,1883936
2018 Q1,807517,784086,23431,65017,-41586,-6454,-48010,-0.25,1883936
2018 Q2,1218429,1179878,38551,42007,-3456,53299,49843,0.26,1883936
