力成            ,	6239
季度,營收,營業成本,營業毛利,營業費用,營業利益,業外收入,淨利,每股盈餘,股本
2013 Q1,9208682,7876055,1332627,501279,831348,76552,760538,0.82,7791466
2013 Q2,9453949,7902366,1551583,591298,960285,48156,906256,0.92,7791466
2013 Q3,9347146,8096645,1250501,653057,597444,79365,604023,0.51,7791466
2013 Q4,37604981,32321052,5283929,2372167,2911762,-5697859,-3205160,-5.24,7791466
2014 Q1,9226517,7926248,1300269,564195,736074,199706,866990,0.78,7791466
2014 Q2,10580372,8690296,1890076,603977,1286099,24141,1224457,1.18,7791466
2014 Q3,10458972,8575832,1883140,682143,1200997,178924,1279524,1.25,7791466
2014 Q4,40039445,33381281,6658164,2426093,4232071,523747,4426684,4.24,7791466
2015 Q1,9430412,7756793,1673619,515938,1157681,-11117,1029299,1.01,7791466
2015 Q2,10243698,8327883,1915815,565834,1349981,-34675,1186558,1.20,7791466
2015 Q3,10756323,8689987,2066336,625484,1440852,180732,1354899,1.42,7791466
2015 Q4,42523512,34303970,8219542,2575714,5643828,163770,5040004,5.20,7791466
2016 Q1,10618124,8558664,2059460,600962,1458498,-59031,1217246,1.21,7791466
2016 Q2,11318017,8883657,2434360,644935,1789425,-45836,1406295,1.45,7791466
2016 Q3,12757311,9887427,2869884,720230,2149654,-128260,1634508,1.70,7791466
2016 Q4,48343542,37881516,10462026,2829653,7632373,-369297,6008868,6.20,7791466
2017 Q1,12659858,9901602,2758256,711354,2046902,-295459,1481551,1.50,7791466
2017 Q2,13928042,11023093,2904949,850579,2054370,304168,1785860,1.81,7791466
2017 Q3,16328253,12882934,3445319,1030360,2414959,13063,2006675,2.08,7791466
2017 Q4,59632083,46933571,12698512,3624488,9074024,-186746,7291275,7.51,7791466
