力成            ,	6239
季度,營收,營業成本,營業毛利,營業費用,營業利益,業外收入,淨利,每股盈餘,母公司淨利,非控制淨利,股本
2013 Q1,9208682,7876055,1332627,501279,831348,76552,760538,0.82,626239,134299,7791466
2013 Q2,9453949,7902366,1551583,591298,960285,48156,906256,0.92,0,335178,7791466
2013 Q3,9347146,8096645,1250501,653057,597444,79365,604023,0.51,1721189,549628,7791466
2013 Q4,37604981,32321052,5283929,2372167,2911762,-5697859,-3205160,-5.24,0,800035,7791466
2014 Q1,9226517,7926248,1300269,564195,736074,199706,866990,0.78,0,269552,7791466
2014 Q2,10580372,8690296,1890076,603977,1286099,24141,1224457,1.18,0,595493,7791466
2014 Q3,10458972,8575832,1883140,682143,1200997,178924,1279524,1.25,2454362,916609,7791466
2014 Q4,40039445,33381281,6658164,2426093,4232071,523747,4426684,4.24,3239521,1187163,7791466
2015 Q1,9430412,7756793,1673619,515938,1157681,-11117,1029299,1.01,771359,257940,7791466
2015 Q2,10243698,8327883,1915815,565834,1349981,-34675,1186558,1.20,1697997,517860,7791466
2015 Q3,10756323,8689987,2066336,625484,1440852,180732,1354899,1.42,2793868,776888,7791466
2015 Q4,42523512,34303970,8219542,2575714,5643828,163770,5040004,5.20,4015813,1024191,7791466
2016 Q1,10618124,8558664,2059460,600962,1458498,-59031,1217246,1.21,940031,277215,7791466
