晶豪科          ,	3006
季度,營收,營業成本,營業毛利,營業費用,營業利益,業外收入,淨利,每股盈餘,母公司淨利,非控制淨利,股本
2013 Q1,1517987,1248459,269528,216610,52918,106478,155029,0.61,155908,-879,2670599
2013 Q2,1644158,1283564,360594,244800,115794,154400,258895,1.02,415900,-1976,2669799
2013 Q3,1767181,1370878,396303,244571,151732,10134,145467,0.55,556746,2645,2668939
2013 Q4,6802908,5392909,1409999,990404,419595,303501,671848,2.62,670151,1697,2668519
2014 Q1,2020015,1580044,439971,252107,187864,101827,254352,1.00,256436,-2084,2668379
2014 Q2,2412306,1871141,541165,287529,253636,42519,233229,0.92,492988,-5407,2667399
2014 Q3,2793344,2228509,564835,336822,228013,135672,330300,1.23,808980,8901,2684354
2014 Q4,9793761,7666278,2127483,1198591,928892,393278,1131123,4.34,1123829,7294,2719144
2015 Q1,2306687,1754308,552379,300000,252379,-9422,223847,0.87,229702,-5855,2724241
2015 Q2,2217530,1911656,305874,245946,59928,-919,34582,0.15,269721,-11292,2724241
2015 Q3,2328359,2044083,284276,285095,-819,144550,170088,0.59,426507,2010,2725144
