台一            ,	1613
季度,營收,營業成本,營業毛利,營業費用,營業利益,業外收入,淨利,每股盈餘,母公司淨利,非控制淨利,股本
2013 Q1,10271586,10100860,170726,145472,25254,-130483,-118375,-0.52,-117439,-936,2275280
2013 Q2,11540121,11348829,191292,144126,47166,-84725,-59971,-0.25,-175020,-3326,2275280
2013 Q3,11191844,11046727,145117,149086,-3969,29589,10599,-0.11,-200090,32343,2275280
2013 Q4,44085551,43409053,676498,545550,130948,-194885,-153640,-0.83,-189175,35535,2275280
2014 Q1,10311508,10112242,199266,151271,47995,-163762,-97375,-0.43,-97983,608,2275280
2014 Q2,12313614,12116659,196955,164249,32706,-48227,-37574,-0.17,-135838,889,2275280
2014 Q3,11417385,11183938,233447,174384,59063,-121699,-62510,-0.28,-198465,1006,2275280
2014 Q4,45880345,45174747,705598,589153,116445,-347712,-233141,-1.03,-233461,320,2275280
2015 Q1,7890405,7813183,77222,146490,-69268,-150210,-214815,-0.92,-209485,-5330,2275280
2015 Q2,9712072,9474428,237644,150547,87097,-108999,-35270,-0.15,-243700,-6385,2275280
2015 Q3,9161623,8959213,202410,145708,56702,-183361,-168682,-0.73,-410077,-8690,2275280
2015 Q4,34026321,33503844,522477,752818,-263166,-512584,-814849,-3.48,-792836,-22013,2275280
